Date,Open,High,Low,Close,Adj Close,Volume
2023-01-27,304.874451,309.894470,300.320587,308.123108,308.123108,484897937
2023-01-28,308.157135,313.077362,304.093323,306.244324,306.244324,434715822
2023-01-29,306.236298,320.118561,305.198090,317.336212,317.336212,664644693
2023-01-30,317.375397,320.254822,303.580750,307.068878,307.068878,630938594
2023-01-31,307.096558,313.824799,305.681366,312.361053,312.361053,487472184
2023-02-01,312.277130,319.207672,306.148285,317.472595,317.472595,616638893
2023-02-02,317.346191,333.495544,316.711060,323.349792,323.349792,909077028
2023-02-03,323.291351,334.545166,318.903229,332.268677,332.268677,861598551
2023-02-04,332.249695,333.870941,327.741425,330.617096,330.617096,440935963
2023-02-05,330.558258,337.320526,324.879486,327.869354,327.869354,662969265
2023-02-06,327.861847,330.957428,321.946136,324.627167,324.627167,521894604
2023-02-07,324.557404,333.526733,324.205475,333.227875,333.227875,521804212
2023-02-08,333.217316,334.728394,324.490540,328.088654,328.088654,515127902
2023-02-09,328.172211,329.012604,303.358551,305.960419,305.960419,778492045
2023-02-10,306.007263,309.056915,303.016571,305.954132,305.954132,492880078
2023-02-11,305.979919,311.146881,305.454102,310.616028,310.616028,348569462
2023-02-12,310.605621,320.234863,306.517487,312.929657,312.929657,520994815
2023-02-13,312.901825,315.123047,283.696381,294.475342,294.475342,1322505522
2023-02-14,294.470398,301.133270,290.173492,296.120361,296.120361,662196432
2023-02-15,296.144928,317.387329,294.383270,317.169220,317.169220,667519216
2023-02-16,317.150391,326.634888,304.502747,304.763702,304.763702,1036335164
2023-02-17,304.742737,316.413544,303.551910,313.377991,313.377991,701575686
2023-02-18,313.385864,318.678497,313.300537,316.682709,316.682709,467884011
2023-02-19,316.619659,318.426453,311.309845,311.935852,311.935852,522437732
2023-02-20,312.027924,319.300781,309.428253,315.377441,315.377441,676396150
2023-02-21,315.399353,316.997284,309.955261,311.472015,311.472015,579359973
2023-02-22,311.482635,312.809387,304.221222,312.781128,312.781128,549179249
2023-02-23,312.805328,314.894897,306.180206,308.533936,308.533936,472852406
2023-02-24,308.459717,311.799438,300.058136,302.053711,302.053711,479926281
2023-02-25,302.100250,303.029236,297.224121,302.384613,302.384613,310503640
2023-02-26,302.369019,309.587555,300.966248,308.997070,308.997070,312320211
2023-02-27,308.985199,309.325439,300.936096,304.855804,304.855804,404806423
2023-02-28,304.854980,305.632721,300.569275,301.474823,301.474823,337673265
2023-03-01,301.510345,306.185150,301.098022,302.907471,302.907471,377974810
2023-03-02,302.916107,303.554169,296.519165,299.946167,299.946167,370516889
2023-03-03,299.977570,300.087646,287.979248,290.282837,290.282837,450262903
2023-03-04,290.289886,291.327545,286.619080,289.503876,289.503876,289197235
2023-03-05,289.520630,292.459076,287.875916,288.699707,288.699707,287599378
2023-03-06,288.704498,289.718384,283.953156,288.054962,288.054962,374160712
2023-03-07,287.995544,290.216736,284.374084,289.343689,289.343689,373176525
2023-03-08,289.327454,293.641632,285.585480,286.867004,286.867004,436665040
2023-03-09,286.945770,291.366486,272.728363,277.296112,277.296112,505668979
2023-03-10,277.323517,278.100739,265.712433,277.419586,277.419586,558776711
2023-03-11,277.434662,281.644104,272.283081,277.961426,277.961426,523623578
2023-03-12,277.944031,289.713409,276.638611,289.675781,289.675781,483074620
2023-03-13,289.740814,313.753723,287.556183,308.912201,308.912201,1122664621
2023-03-14,308.937988,319.838959,304.013123,309.370789,309.370789,866173920
2023-03-15,309.446136,313.924164,301.694153,307.124939,307.124939,596861029
2023-03-16,307.213440,333.007172,304.429535,329.860870,329.860870,1337194824
2023-03-17,329.886322,340.270050,327.135590,339.081146,339.081146,934568148
2023-03-18,339.040741,346.445129,330.791229,331.524292,331.524292,828471428
2023-03-19,331.530182,341.816589,331.530182,336.978241,336.978241,705888292
2023-03-20,337.000946,339.798035,332.854095,332.923004,332.923004,682276624
2023-03-21,333.015808,339.547699,328.993988,335.309235,335.309235,638610697
2023-03-22,335.294128,339.685791,317.600250,321.887726,321.887726,1280612242
2023-03-23,321.863525,331.968506,319.892212,329.837006,329.837006,547390925
2023-03-24,329.808075,330.173981,317.776794,322.359344,322.359344,468651735
